BYSID,BYTID,GENDER,J007C,BYAID,BYHID,BYS01001,BYS01002,BYS01003,BYS01004,BYS01005,BYS01006C,BYS01007,BYS01008,BYS02001,BYS02002,BYS02003,BYS02004,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS02012,BYS02013,BYS03001,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS04007,BYS04008,BYS04009,BYS04010,BYS04011,BYS04012,BYS05001,BYS05002C,BYS05003,BYS05004C,BYS05005C,BYS05006,BYS05007C,BYS06001,BYS06002,BYS06003,BYS06004,BYS06005,BYS07001,BYS07002,BYS07003,BYS07004,BYS07005,BYS07006,BYS07007,BYS07008,BYS07009,BYS07010,BYS07011,BYS07012,BYS07013,BYS07014,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07022,BYS07023,BYS07024,BYS07025,BYS07026,BYS07027,BYS07028,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08006,BYS08007,BYS08008,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10004,BYS10005,BYS10006,BYS10007,BYS10008,BYS10009,BYS10010,BYS10011,BYS10012,BYS10013,BYS10014,BYS10015,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS11017,BYS11018,BYS12001,BYS12002,BYS12003,BYS12004,BYS12005,BYS12006,BYS12007,BYS12008,BYS12009,BYS12010,BYS12011,BYS12012,BYS12013,BYS12014,BYS12015,BYS12016,BYS12017,BYS12018,BYS12019,BYS12020,BYS12021,BYS12022,BYS12023,BYS12024,BYS12025,BYS13001,BYS14001,BYS14002,BYS14013,BYS14014,BYS14025,BYS14026,BYS14027C,BYS14027C1,BYS14028,BYS15001,BYS15002C,BYS15003,BYS15004,BYS15005,BYS15006,BYS15007,BYS15008,BYS15009,BYS15010,BYS15011,BYS16001,BYS16002,BYS16003,BYS16004,BYS16005,BYS16006,BYS16007,BYS16008,BYS17001,BYS17002,BYS17003,BYS17004C,BYS17005,BYS17006,BYS17007,BYS17008,BYS17009C,BYS17010,BYS17011,BYS18001,BYS18002,BYS18003C,BYS18004,BYS18005,BYS18006,BYS18007,BYS18008,BYS18009,BYS18010,BYS18011,BYS19001,BYS20001,BYS20002,BYS20003,BYS20004,BYS20005,BYS20006,BYS20007,BYS20008,BYS20009,BYS20010,BYS20011,BYS20012,BYS20013,BYS20014,BYS20015,BYS20016,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS20022,BYS21001,BYS21002,BYS21003,BYS21004,BYS21005,BYS21006,BYS21007,BYS21008,BYS21009,BYS21010,BYS21011,BYS21012,BYS21013,BYS22001,BYS22002,BYS22003,BYS22004,BYS22005,BYS22006,BYS22007,BYS22008,BYS22009,BYS22010,BYS22011,BYS22012,BYS22013,BYS22014,BYS22015,BYS22016,BYS22017,BYS23001,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24003,BYS24004,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26008,BYS26009,BYS26010,BYS27001,BYS27002,BYS27003,BYS27004,BYS27006,BYS27007,BYS27008,BYS27009,BYS27010,BYS27011,BYS27012,BYS27013,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYS30001,BYS30002,BYS30003,BYS30004,BYS30005,BYS30006,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYS32011,BYS32012,BYS32013,BYS32014,BYS32015,BYS32016,BYS32017,BYS32018,BYS32019,BYS32020,BYS32021,BYS32022,BYS32023,BYS32024,BYS32025,BYS32026,BYS32027,BYS32028,BYS32029,BYS32030,BYS32031,BYS32032,BYS32033,BYS32034,BYS32035,BYS32036,BYS32037,BYS32038,BYS32039,BYS32040,BYS32041,BYS32042,BYS32043,BYS32044,BYS32045,BYS32046,BYS32047,BYS32048,BYS32049,BYS32050,BYS32051,BYS32052,BYS32053,BYS32054,BYS32055,BYS32056,BYS32057,BYS32058,BYSCLASS
1288,1364,1,1331,136,12881,,,,,,,,,4,4,4,2,4,3,3,4,3,4,3,3,,1,1,2,1,5,3,3,4,4,5,4,4,1,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,5,1,1,-5,-5,1,5,4,4,5,4,1,5,1,5,4,4,5,4,1,5,2,-5,-5,4,4,1,3,4,2,2,3,5,2,4,2,5,1,1,3,4,4,2,4,1,5,2,4,2,2,1,1,1,1,2,1,3,3,4,4,3,2,4,3,3,2,4,3,5,4,4,4,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,1,241,3,2,2,-5,4,1,1,3,-5,3,,7,-5,-5,-5,1,1,2,,2,-5,,,,,,,,-5,-5,-5,,,,,,,,,,2,-5,,,2,-5,2,-5,2,-5,1,1,2,-5,2,-5,1,1,1,2,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,6,3,2,4,4,3,4,4,1,1,3,2,4,2,3,4,4,1,5,2,1,2,174,80,2,4,8,1,2,1,1,1,1,1,1,1,2,-5,2,-5,1,2,2,-5,-5,-5,2,0,2,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,3,3,3,3,5,5,1,70.5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101001,120001,220012,910642,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1289,1473,2,1250,147,12891,,,,,,,,,3,4,3,2,3,3,3,2,2,4,3,2,,1,1,1,1,3,2,3,4,3,4,3,5,4,1,1,1,2,-5,2,-5,-5,1,417,2,-5,-5,2,-5,5,1,1,-5,-5,1,4,2,4,4,3,3,4,1,4,5,4,4,4,2,5,1,4,4,4,4,3,3,5,1,5,3,6,1,2,1,2,1,1,2,3,4,3,5,1,5,2,3,2,1,1,1,1,1,2,1,3,3,5,3,2,2,3,3,1,1,4,3,2,2,3,3,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,,1,4,-5,-5,-5,1,1,,1,50401,,,,,,,,-5,-5,-5,,,,,,,,,,1,2,,,2,-5,2,-5,1,3,1,3,2,-5,2,-5,2,1,1,2,4,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,8,3,2,2,3,3,3,3,1,2,3,3,2,2,2,2,1,1,4,2,2,1,163,61,2,5,7,3,2,2,1,1,1,1,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,2,2,4,3,2,5,0,61.6,1,101001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,120001,400005,530001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1290,1552,2,1331,155,12901,,,,,,,,,4,2,3,4,3,3,3,3,3,3,3,2,,2,2,2,2,3,2,2,4,3,3,3,5,9,2,-5,-5,2,-5,1,-4,22,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,2,5,2,2,1,4,2,1,5,5,3,5,4,2,4,1,3,2,3,3,3,3,4,2,1,4,6,1,2,1,2,1,1,4,1,3,2,5,1,4,2,2,3,2,2,4,2,2,4,1,3,1,4,3,4,2,4,2,4,1,2,1,4,3,4,2,,,1,1,6,1,1,6,1,1,6,1,1,6,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,4,2,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,5,,7,-5,-5,-5,1,1,1,,2,-5,,,,,,,,-5,-5,-5,,,,,,,,,,2,-5,,,1,3,1,3,1,3,1,3,2,-5,1,3,2,1,1,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,3,2,2,2,2,2,2,1,2,3,3,2,2,2,1,1,2,3,3,2,7,156,43,2,3,9,1,4,4,3,2,2,2,3,4,2,-5,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,4,3,4,4,3,3,4,0,13.3,1,700001,900352,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,210001,220012,300003,400005,530001,500024,600009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1291,1082,2,1331,108,12911,,,,,,,,,5,4,3,3,4,3,4,3,4,3,3,3,,1,1,1,1,4,4,4,4,4,5,5,3,6,2,-5,-5,1,21,2,-5,-5,2,-5,2,-5,-5,2,-5,5,1,1,-5,-5,1,5,5,5,5,5,1,5,1,5,5,5,5,5,1,5,1,5,3,5,4,3,5,5,2,5,6,6,2,10,2,10,3,1,2,3,5,2,2,1,6,2,4,4,3,3,1,2,3,3,1,3,2,1,1,5,4,1,1,3,2,4,3,5,3,3,2,,,2,-5,-5,2,-5,-5,1,1,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,2,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,,1,4,-5,-5,-5,1,2,,1,70104,,,,,,,,-5,-5,-5,,,,,,,,,,2,-5,,,2,-5,2,-5,2,-5,1,4,2,-5,2,-5,1,1,1,2,5,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,1,1,3,2,4,4,5,3,1,2,3,4,3,4,4,3,4,1,8,3,2,3,158,47,1,4,7,2,1,1,1,1,1,1,1,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,4,3,3,3,4,3,0,66.2,1,101001,530001,910642,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,120001,220012,300003,600009,700001,110001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1292,1791,2,1250,179,12921,,,,,,,,,3,3,2,3,3,4,3,2,2,3,3,3,,1,1,1,1,4,3,4,3,3,4,4,1,4,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,4,4,4,3,3,3,4,1,4,4,4,4,3,4,4,1,3,2,4,1,1,2,5,2,1,5,6,1,2,2,13,2,1,4,2,5,2,3,1,4,2,2,1,2,1,1,1,1,2,1,2,3,2,2,1,1,4,3,2,2,3,3,2,3,4,4,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,2,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,,1,1,-5,-5,-5,1,1,,2,-5,,,,,,,,-5,-5,-5,,,,,,,,,,2,-5,,,2,-5,1,3,2,-5,1,3,2,-5,1,3,2,1,1,2,7,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,3,2,2,3,3,3,3,1,2,2,3,3,3,3,3,1,1,3,1,2,1,167,47,2,3,7,2,2,3,2,2,2,2,2,2,1,4,2,-5,2,-5,2,-5,-5,-5,1,0,2,-5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,4,2,4,4,1,26.3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,300003,400005,600009,500024,530001,540001,700001,910642,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1293,1671,2,1331,167,12931,,,,,,,,,4,3,2,1,3,2,4,4,4,4,5,3,,2,2,1,2,3,5,4,5,3,5,3,6,5,2,-5,-5,2,-5,2,-5,-5,2,-5,1,2,5,2,-5,2,1,1,-5,-5,1,5,2,1,1,1,5,2,1,4,3,3,4,2,3,3,1,4,9,3,2,1,3,4,2,1,5,4,1,2,5,10,2,1,2,2,4,2,6,3,5,2,3,4,2,2,1,2,1,2,1,3,4,1,3,1,2,3,3,4,3,3,3,5,4,4,3,,,1,1,4,1,1,4,1,1,3,1,1,2,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,1,85,3,4,1,2,1,9,1,3,-5,3,,7,-5,-5,-5,2,1,2,,1,70105,,,,,,,,-5,-5,-5,,,,,,,,,,1,4,,,2,-5,2,-5,2,-5,1,2,2,-5,2,-5,2,2,1,2,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,3,3,2,4,2,4,3,1,6,3,3,3,3,3,2,3,1,8,2,2,1,163,52,2,3,8,1,2,4,2,3,1,2,3,3,1,4,2,-5,1,2,2,-5,-5,-5,30,4,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,4,3,4,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1
1296,1012,1,1331,101,12961,,,,,,,,,4,3,4,4,3,3,2,4,4,4,3,2,,1,2,2,2,4,4,4,4,4,4,4,4,6,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,4,4,4,3,1,5,1,4,4,4,4,3,1,5,1,4,4,4,4,1,3,2,2,3,5,6,1,2,4,13,2,1,4,4,3,5,2,1,5,2,4,2,2,1,1,1,4,2,2,4,4,4,3,3,3,4,3,4,3,2,2,2,2,4,3,,,1,1,3,1,1,3,1,1,3,1,1,3,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,,1,1,-5,-5,-5,1,1,,2,-5,,,,,,,,-5,-5,-5,,,,,,,,,,2,-5,,,2,-5,2,-5,2,-5,1,2,2,-5,2,-5,2,1,2,2,7,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,3,3,3,2,3,3,3,2,-5,2,2,3,3,3,3,1,1,3,4,1,7,188,83,2,4,8,1,2,2,1,1,1,1,1,1,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,2,2,2,3,2,3,3,0,42,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1297,1244,1,1139,124,12971,,,,,,,,,3,3,3,3,3,3,2,3,5,5,2,3,,1,2,2,2,3,2,2,3,3,4,4,4,3,2,-5,-5,2,-5,2,-5,-5,2,-5,1,1,5,2,-5,4,1,1,-5,-5,1,5,4,4,3,3,3,3,1,3,5,4,4,3,3,3,1,3,1,4,4,4,3,3,1,5,3,6,2,13,4,1,1,1,4,4,4,2,1,1,5,2,4,1,2,2,1,1,1,4,1,3,3,4,3,4,4,3,2,2,2,2,2,2,2,4,3,,,2,-5,-5,1,1,2,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,1,1,210405-1,A03040-13,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,,1,2,-5,-5,-5,1,1,,2,-5,,,,,,,,-5,-5,-5,,,,,,,,,,2,-5,,,1,3,2,-5,2,-5,2,-5,2,-5,2,-5,1,1,2,2,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,2,3,2,2,2,3,4,4,2,-5,3,3,3,2,4,3,1,1,5,4,1,1,162,63,2,4,8,1,3,3,2,2,1,1,3,1,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,2,2,3,3,4,4,0,-2,-2,700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,300003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1298,1982,1,1032,198,12981,,,,,,,,,3,3,3,1,4,4,2,3,3,4,3,1,,1,1,2,1,4,4,3,3,2,5,4,4,5,2,-5,-5,1,15,1,-4,26,1,103,2,-5,-5,2,-5,3,3,1,-5,-5,6,-5,-5,-5,-5,-5,-5,-5,1,5,3,4,1,3,2,4,1,3,2,2,1,1,2,2,5,1,2,4,4,2,6,2,2,1,1,3,3,3,4,2,2,2,3,2,4,4,3,1,1,2,1,3,2,2,2,2,2,3,2,3,3,4,4,4,4,5,5,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,2,1,1,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,,4,-5,2,-5,-5,1,1,,1,40501,,,,,,,,-5,-5,-5,,,,,,,,,,1,2,,,2,-5,2,-5,2,-5,1,3,2,-5,2,-5,2,2,2,2,8,2,1,1,1,1,2,6,7,1,2000,2,3,3,2,8,10,3,5,4,3,2,4,4,2,-5,4,4,3,3,3,4,1,7,4,1,1,1,175,98,2,3,6,1,2,1,2,2,1,3,1,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,5,3,3,1,5,5,1,65.5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101001,120001,220012,400005,110001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1300,1331,2,1331,133,13001,,,,,,,,,4,3,3,2,3,3,3,4,4,4,3,2,,1,2,1,1,3,3,3,4,3,3,3,3,5,2,-5,-5,2,-5,1,-4,22,2,-5,2,-5,-5,2,-5,5,1,1,-5,-5,1,3,5,5,3,3,2,5,1,5,5,5,5,4,2,5,1,4,2,4,3,2,3,4,1,5,2,6,1,2,2,13,2,1,4,3,2,3,4,2,4,2,2,4,2,1,1,1,1,3,1,4,2,4,3,3,3,4,3,3,2,4,3,2,2,3,2,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,2,2,-5,2,-5,1,2,210404-1,A03040-12,7,1,151,3,2,2,-5,1,4,1,3,-5,3,,1,1,-5,-5,-5,1,1,,1,40401,,,,,,,,-5,-5,-5,,,,,,,,,,1,1,,,2,-5,2,-5,2,-5,1,5,2,-5,2,-5,1,1,1,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,3,3,3,4,3,3,3,1,2,2,4,2,3,2,5,3,1,4,2,2,7,155,51,2,4,7,1,2,2,1,1,2,1,1,3,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,4,3,4,4,4,4,4,0,20.9,1,910642,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,400005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1304,1572,1,1032,157,13041,,,,,,,,,3,1,3,3,1,3,2,3,1,2,3,1,,2,2,2,2,1,3,3,4,3,5,5,4,5,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,1,1,1,-5,-5,1,1,3,1,2,1,5,3,1,1,3,1,2,1,1,3,1,1,-5,4,1,1,1,1,2,5,6,6,1,2,1,2,1,1,2,5,5,1,2,1,6,2,4,4,2,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1,,4,-5,4,-5,-5,2,-5,,-5,-5,,,,,,,,2,2,-5,,,,,,,,,,2,-5,,,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,1,2,2,2,7,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,8,1,1,1,2,1,3,3,2,-5,2,3,3,3,2,2,1,1,6,4,1,7,177,58,2,5,5,2,4,4,4,3,2,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,1,2,2,3,2,4,3,1,94.9,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,101001,120001,220012,300003,400005,600009,700001,750001,-4,-4,-4,-4,-4,-4,-4,1
1307,1443,2,1331,144,13071,,,,,,,,,3,3,3,2,1,4,2,3,3,2,1,2,,2,1,1,2,1,5,4,2,3,4,3,4,1,2,-5,-5,2,-5,1,14,22,1,101,2,-5,-5,2,-5,5,1,1,-5,-5,1,5,5,5,5,5,1,5,1,5,5,5,5,5,1,5,1,5,4,4,2,3,3,2,1,1,4,6,2,13,2,5,2,1,2,4,1,3,1,2,5,2,1,4,2,2,3,1,3,4,1,1,3,4,3,2,3,5,3,4,3,2,2,2,2,4,3,,,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,1,42,4,5,1,4,1,9,2,3,-5,3,,1,1,-5,-5,-5,1,2,,1,50404,,,,,,,,-5,-5,-5,,,,,,,,,,1,2,,,1,5,1,4,1,4,1,3,2,-5,2,-5,1,1,1,1,12,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,3,4,4,4,3,4,4,1,2,4,4,3,3,3,3,2,1,8,2,2,1,161,52,2,4,8,1,2,3,2,1,2,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,4,4,5,4,4,4,0,48.2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1308,1743,2,677,174,13081,,,,,,,,,3,4,4,2,3,2,3,3,2,3,3,2,,1,1,1,1,2,4,2,3,3,4,4,4,1,2,-5,-5,1,9,1,14,-4,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,2,2,4,1,4,4,1,3,3,4,3,3,4,3,1,4,4,2,1,1,3,4,2,3,5,6,1,13,4,12,1,1,4,3,5,4,2,2,2,5,1,1,2,2,1,2,1,3,1,4,3,3,2,3,2,2,2,4,3,5,3,5,5,5,5,,,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,3,1,1,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,,7,-5,-5,-5,3,1,1,,2,-5,,,,,,,,-5,-5,-5,,,,,,,,,,1,4,,,2,-5,2,-5,2,-5,1,3,2,-5,2,-5,1,1,1,2,3,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,9,2,4,2,3,3,4,4,1,7,3,4,3,2,3,3,1,1,4,2,2,2,165,47,2,3,6,1,3,3,2,2,1,1,1,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,2,2,3,3,4,4,0,51,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,220012,540001,110001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,300003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
